2.000000000000000000e+00,1.319596401653294337e-01,1.462226653552324909e-02
3.000000000000000000e+00,3.031850230974957316e-01,4.557795173742572314e-02
4.000000000000000000e+00,4.806406515925115697e-01,9.350031663051240616e-02
5.000000000000000000e+00,6.176452710916605637e-01,1.451919319850712153e-01
6.000000000000000000e+00,7.162654996353027270e-01,1.933164014605424363e-01
7.000000000000000000e+00,7.762582056892779470e-01,2.282063891995311233e-01
8.000000000000000000e+00,8.215718453683442668e-01,2.554231396273191623e-01
9.000000000000000000e+00,8.507476294675418993e-01,2.757481237957935538e-01
1.000000000000000000e+01,8.726294675419401514e-01,2.915324916800280386e-01
1.100000000000000000e+01,8.890408460977389238e-01,3.048612888882900607e-01
1.200000000000000000e+01,9.010758570386578903e-01,3.162431452862474734e-01
1.300000000000000000e+01,9.090991976659372753e-01,3.233538581764777153e-01
1.400000000000000000e+01,9.189764162411865334e-01,3.333411929559816356e-01
1.500000000000000000e+01,9.279115001215657577e-01,3.429310553901291914e-01
1.600000000000000000e+01,9.338378312667152681e-01,3.488156671472264492e-01
1.700000000000000000e+01,9.382141988815949629e-01,3.532114418140907541e-01
1.800000000000000000e+01,9.407974714320447296e-01,3.564417467225373670e-01
1.900000000000000000e+01,9.424386092876245735e-01,3.583550034357779190e-01
2.000000000000000000e+01,9.453257962557743976e-01,3.618076233848475654e-01
2.100000000000000000e+01,9.471492827619741872e-01,3.642396151928751213e-01
2.200000000000000000e+01,9.490639435934841162e-01,3.666850806397283780e-01
2.400000000000000000e+01,9.504619499149039585e-01,3.689486519624354810e-01
2.500000000000000000e+01,9.511913445173838522e-01,3.699962273811288060e-01
2.600000000000000000e+01,9.527109166058838063e-01,3.725562187579999907e-01
2.700000000000000000e+01,9.542912715779237054e-01,3.749208423718993766e-01
2.800000000000000000e+01,9.575735472890833933e-01,3.800239830771096616e-01
3.100000000000000000e+01,9.584852905421833436e-01,3.815902935905899906e-01
3.200000000000000000e+01,9.594274252370532663e-01,3.838336544550586815e-01
3.400000000000000000e+01,9.604303428154631339e-01,3.857368059391799719e-01
4.200000000000000000e+01,9.616763919280331141e-01,3.886437435158113241e-01
4.900000000000000000e+01,9.645939703379527996e-01,3.970108732265322793e-01
5.300000000000000000e+01,9.677546802820325977e-01,4.066916827227529119e-01
6.000000000000000000e+01,9.695477753464624149e-01,4.139303951818267824e-01
2.740000000000000000e+02,9.778446389496717739e-01,5.404444953448578337e-01
3.430000000000000000e+02,9.882385120350108965e-01,7.380522507713658253e-01
3.880000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00
