2.000000000000000000e+00,4.227055702917771884e-01,5.536620727120479535e-02
3.000000000000000000e+00,7.948541114058355062e-01,2.002608969457064514e-01
4.000000000000000000e+00,9.244297082228116746e-01,4.081722335062265561e-01
5.000000000000000000e+00,9.662864721485411312e-01,5.814680124427774599e-01
6.000000000000000000e+00,9.819363395225464419e-01,7.127676875326554029e-01
7.000000000000000000e+00,9.911671087533155955e-01,8.105106175368421706e-01
8.000000000000000000e+00,9.943236074270557223e-01,8.496763009380525755e-01
9.000000000000000000e+00,9.964721485411141000e-01,9.043470136988197572e-01
1.000000000000000000e+01,9.979045092838195741e-01,9.310941408912710715e-01
1.100000000000000000e+01,9.984350132625994245e-01,9.576717196707300594e-01
1.300000000000000000e+01,9.993899204244032219e-01,9.976367027331896065e-01
2.400000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
