2.000000000000000000e+00,4.773860398860398924e-01,8.908196957043543196e-02
3.000000000000000000e+00,6.309057454890788508e-01,1.408819153701931781e-01
4.000000000000000000e+00,7.750771604938271331e-01,2.205562714657847145e-01
5.000000000000000000e+00,8.596272554605888239e-01,3.029185171256173481e-01
6.000000000000000000e+00,9.109686609686609149e-01,3.885383079569273979e-01
7.000000000000000000e+00,9.545049857549857686e-01,4.989298217475706676e-01
8.000000000000000000e+00,9.750712250712251228e-01,5.925413829910790575e-01
9.000000000000000000e+00,9.840930674264007916e-01,6.510942365232204043e-01
1.000000000000000000e+01,9.897020417853751306e-01,7.150062772729535165e-01
1.100000000000000000e+01,9.932632953466287162e-01,7.808374490490069819e-01
1.200000000000000000e+01,9.945690883190883014e-01,8.132193284700598435e-01
1.300000000000000000e+01,9.967058404558404305e-01,8.730829429625409643e-01
1.400000000000000000e+01,9.970916429249762070e-01,8.866661873447965192e-01
1.500000000000000000e+01,9.979226020892687510e-01,8.991156511495428383e-01
1.800000000000000000e+01,9.994361348528014721e-01,9.755435233475839851e-01
2.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
