2.000000000000000000e+00,2.009719041501424330e-01,1.827670938001340131e-02
3.000000000000000000e+00,3.516729039825727265e-01,4.251873362711451609e-02
4.000000000000000000e+00,4.685806848014299475e-01,7.622403184208922933e-02
5.000000000000000000e+00,5.557169189521309338e-01,1.141735881242003925e-01
6.000000000000000000e+00,6.146455901245601039e-01,1.503919338789269644e-01
7.000000000000000000e+00,6.548623135787298155e-01,1.810764981824827813e-01
8.000000000000000000e+00,6.845780036865329876e-01,2.106289218772211258e-01
9.000000000000000000e+00,7.185387923811651367e-01,2.478931015575817909e-01
1.000000000000000000e+01,7.381444450650729294e-01,2.733383425055337934e-01
1.100000000000000000e+01,7.593699379992180365e-01,2.997431106959364544e-01
1.200000000000000000e+01,7.765737585879461946e-01,3.263407997075726263e-01
1.300000000000000000e+01,7.946712841423224649e-01,3.545377007899599975e-01
1.400000000000000000e+01,8.062894486957493667e-01,3.747486952460248322e-01
1.500000000000000000e+01,8.172373345249399623e-01,3.961425989480738541e-01
1.600000000000000000e+01,8.298050606043679833e-01,4.256087159596287917e-01
1.700000000000000000e+01,8.387421102608501045e-01,4.486881384156123920e-01
1.800000000000000000e+01,8.539350946768697881e-01,4.802154620961354703e-01
1.900000000000000000e+01,8.710272021448919322e-01,5.233992648701337735e-01
2.000000000000000000e+01,8.763335753784281534e-01,5.372641796803606651e-01
2.100000000000000000e+01,8.819192314137295208e-01,5.520226225047214497e-01
2.200000000000000000e+01,8.877841702507959232e-01,5.684665840830168682e-01
2.300000000000000000e+01,8.926995475618610953e-01,5.767723331234896333e-01
2.400000000000000000e+01,9.016924537786963345e-01,5.980850070060719226e-01
2.500000000000000000e+01,9.070546835725855628e-01,6.225199520744064685e-01
2.600000000000000000e+01,9.126403396078869301e-01,6.458227565339236254e-01
2.700000000000000000e+01,9.169971513154220322e-01,6.614493430538350704e-01
2.800000000000000000e+01,9.215215327040160442e-01,6.728621326889101528e-01
2.900000000000000000e+01,9.262134837736691884e-01,6.887222549397884475e-01
3.000000000000000000e+01,9.310730045243813535e-01,7.024704018845318032e-01
3.100000000000000000e+01,9.344243981455622183e-01,7.073035761428020374e-01
3.200000000000000000e+01,9.361559515165056578e-01,7.238033832219807895e-01
3.300000000000000000e+01,9.415181813103948860e-01,7.432528481205450399e-01
3.400000000000000000e+01,9.452047142936937929e-01,7.728458867250167508e-01
3.600000000000000000e+01,9.491146735184047278e-01,7.843449830432751568e-01
3.700000000000000000e+01,9.531363458638216768e-01,7.998243405154031871e-01
3.800000000000000000e+01,9.572697313299447508e-01,8.096480718071603633e-01
3.900000000000000000e+01,9.615148299167737278e-01,8.226600735129866449e-01
4.000000000000000000e+01,9.636932357705412233e-01,8.326411875799606399e-01
4.100000000000000000e+01,9.681617605987823394e-01,8.464908717990374809e-01
4.200000000000000000e+01,9.727419985477294695e-01,8.652143451861178391e-01
4.300000000000000000e+01,9.774339496173826136e-01,8.811353898015961139e-01
4.600000000000000000e+01,9.799474948332681512e-01,8.962289056312572333e-01
4.700000000000000000e+01,9.825168966095068068e-01,9.059257153300976917e-01
4.900000000000000000e+01,9.851980115064514765e-01,9.125357918892025300e-01
5.200000000000000000e+01,9.908953806624588578e-01,9.450683345856263351e-01
5.300000000000000000e+01,9.937999218008155555e-01,9.560394370773510619e-01
5.600000000000000000e+01,9.968720326202312743e-01,9.776110310094835443e-01
5.700000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
